no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
0.0,2.0,-0.5,1.5,2,0.0,6,0.22935779816513763,0.0,-0.8,0.6666666666666666,2,0.0,0.0,0.0,3.0643589743589743,0.0,0
0.0,0.0,0.0,0.5,1,0.0,1,2.4311926605504586,0.0,-0.6,0.2,1,0.0,0.0,0.0,-0.4987179487179488,0.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,1.201834862385321,0.0,-0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.7833333333333332,0.0,0
0.0,0.0,-0.5,0.0,0,0.0,1,-0.3577981651376147,0.0,-0.8,-0.26666666666666666,2,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.5,0.5,1,0.0,1,-0.11926605504587157,0.0,-1.0,-0.4,2,0.0,0.0,0.0,-0.492051282051282,1.0,1
0.0,0.0,-0.5,-0.5,1,0.0,2,-0.42201834862385323,0.0,0.0,0.2,2,0.0,0.0,0.0,0.7217948717948716,1.0,1
0.0,1.0,-0.5,0.0,1,0.0,1,-0.22018348623853212,0.0,-0.2,0.2,2,0.0,0.0,0.0,0.8884615384615382,0.0,0
0.0,2.0,0.5,-0.5,1,0.0,6,-0.1651376146788991,0.0,-1.2,0.3333333333333333,2,0.0,0.0,0.0,1.303846153846154,0.0,0
0.0,0.0,-0.5,0.5,1,1.0,1,-0.1834862385321101,0.0,0.0,0.13333333333333333,2,0.0,0.0,0.0,1.1653846153846155,2.0,1
-1.0,0.0,-0.5,0.5,1,0.0,1,0.3302752293577982,0.0,0.4,-0.6666666666666666,2,0.0,0.0,0.0,0.35769230769230775,3.0,1
0.0,0.0,-0.5,0.0,2,0.0,1,1.6697247706422018,0.0,-0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.3269230769230769,0.0,0
0.0,1.0,0.5,0.0,0,0.0,1,0.1743119266055046,0.0,-0.4,0.06666666666666667,2,0.0,0.0,0.0,0.7038461538461539,2.0,1
0.0,0.0,0.0,1.0,1,0.0,1,0.12844036697247707,0.0,-1.0,-0.13333333333333333,2,0.0,0.0,0.0,-1.0564102564102564,1.0,1
1.0,0.0,0.5,1.5,1,0.0,4,0.5321100917431193,0.0,0.0,-0.13333333333333333,2,0.0,0.0,0.0,0.0,3.0,1
-1.0,0.0,0.0,0.5,1,0.0,5,-0.3944954128440367,0.0,-1.2,-0.8,3,0.0,0.0,0.0,-0.3448717948717949,0.0,1
0.0,0.0,0.5,-0.5,1,0.0,1,0.7522935779816514,0.0,0.4,-0.5333333333333333,2,0.0,0.0,0.0,0.496153846153846,0.0,0
1.0,0.0,0.0,0.0,1,0.0,1,0.3119266055045872,0.0,0.2,0.9333333333333333,1,0.0,0.0,0.0,0.27051282051282044,0.0,1
-1.0,0.0,0.0,-1.0,1,0.0,1,-0.48623853211009177,0.0,0.2,-0.26666666666666666,2,0.0,0.0,0.0,0.27333333333333326,1.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,0.6422018348623854,0.0,0.4,-0.5333333333333333,2,0.0,0.0,0.0,-0.20435897435897432,1.0,1
-1.0,0.0,0.0,1.0,1,0.0,1,0.6788990825688074,0.0,-0.2,-0.3333333333333333,2,0.0,0.0,0.0,0.043589743589743664,1.0,1
0.0,0.0,0.0,0.5,0,0.0,1,-0.05504587155963303,0.0,-1.0,-0.4,2,0.0,0.0,0.0,-0.9153846153846155,1.0,1
0.0,0.0,0.0,0.5,1,0.0,1,-0.08256880733944955,-1.0,0.4,0.2,2,0.0,0.0,0.0,-0.126923076923077,1.0,1
-1.0,0.0,-0.5,-0.5,0,0.0,1,1.1376146788990826,0.0,0.4,-0.3333333333333333,2,0.0,0.0,0.0,-0.03461538461538483,1.0,0
-1.0,0.0,0.5,-1.0,2,0.0,1,3.018348623853211,0.0,0.4,0.4666666666666667,1,0.0,0.0,0.0,-0.2423076923076924,0.0,1
0.0,2.0,0.5,-1.0,1,0.0,6,0.6055045871559633,0.0,0.2,0.6,2,0.0,0.0,0.0,2.619230769230769,0.0,0
0.0,1.0,0.0,-0.5,1,0.0,1,1.2660550458715596,0.0,0.0,-0.2,2,0.0,0.0,0.0,0.7961538461538461,1.0,0
-1.0,0.0,-0.5,0.5,1,0.0,1,-0.45871559633027525,-1.0,0.8,0.8666666666666667,1,0.0,0.0,0.0,-0.8833333333333334,0.0,1
-1.0,0.0,-0.5,-1.0,1,0.0,1,-0.48623853211009177,0.0,-1.2,0.7333333333333333,5,0.0,0.0,0.0,-2.5500000000000003,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,-0.1926605504587156,0.0,0.0,0.13333333333333333,2,0.0,0.0,0.0,0.9346153846153847,0.0,0
0.0,2.0,0.0,-1.0,1,0.0,6,-0.44036697247706424,0.0,0.0,-1.0,2,0.0,0.0,0.0,2.603846153846154,3.0,1
1.0,0.0,0.0,0.0,1,0.0,1,0.41284403669724773,0.0,-0.6,-0.2,1,0.0,0.0,0.0,0.0,1.0,1
0.0,3.0,-0.5,0.0,1,0.0,7,1.110091743119266,0.0,-0.2,0.26666666666666666,2,0.0,0.0,0.0,3.1166666666666667,2.0,0
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.5137614678899083,0.0,-0.8,-0.06666666666666667,2,0.0,0.0,0.0,-0.6546153846153846,1.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,0.027522935779816515,0.0,-0.4,-1.0,2,0.0,0.0,0.0,0.4269230769230767,1.0,1
0.0,0.0,0.5,1.0,1,0.0,1,0.944954128440367,0.0,-0.8,0.7333333333333333,1,0.0,0.0,0.0,-0.2423076923076924,0.0,0
-1.0,0.0,-0.5,0.5,2,0.0,1,-0.21100917431192662,-1.0,0.2,0.4666666666666667,1,0.0,0.0,0.0,1.9969230769230772,0.0,1
0.0,0.0,0.5,-1.0,1,0.0,4,-0.24770642201834864,0.0,-1.4,1.0,2,0.0,0.0,0.0,0.0,1.0,1
0.0,0.0,0.0,-0.5,2,0.0,1,0.28440366972477066,-1.0,0.4,-0.7333333333333333,1,0.0,0.0,0.0,0.3269230769230769,0.0,1
-1.0,0.0,0.5,0.5,1,0.0,1,2.458715596330275,0.0,0.6,-0.6666666666666666,2,0.0,0.0,0.0,2.3102564102564105,1.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,-0.4954128440366973,0.0,0.8,-0.6666666666666666,2,0.0,0.0,0.0,-0.4505128205128207,0.0,1
0.0,0.0,-0.5,0.0,0,0.0,1,1.6788990825688073,0.0,0.2,-0.13333333333333333,2,0.0,0.0,0.0,-0.10384615384615377,0.0,0
1.0,0.0,-0.5,0.0,0,0.0,4,0.7706422018348624,0.0,0.2,0.4666666666666667,2,0.0,0.0,0.0,1.6500000000000001,1.0,1
-1.0,0.0,0.0,0.5,1,0.0,1,0.5596330275229358,0.0,-0.4,-0.6666666666666666,1,0.0,0.0,0.0,0.27051282051282044,0.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,2.2110091743119265,0.0,-0.6,-0.4,1,0.0,0.0,0.0,-0.6012820512820514,0.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,1.201834862385321,0.0,-0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.7833333333333332,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,2.2477064220183487,0.0,0.2,0.0,1,0.0,0.0,0.0,0.01410256410256403,0.0,0
0.0,0.0,-0.5,-0.5,1,1.0,1,-0.3761467889908257,-1.0,0.4,0.8666666666666667,2,0.0,0.0,0.0,0.9115384615384615,1.0,1
0.0,0.0,0.5,0.5,1,0.0,4,-0.21100917431192662,-1.0,0.6,-1.0,1,0.0,0.0,0.0,-1.0115384615384617,0.0,1
0.0,0.0,0.5,0.5,1,0.0,1,0.11926605504587157,0.0,-1.0,-0.8666666666666667,2,0.0,0.0,0.0,-0.6025641025641025,0.0,1
-1.0,0.0,-0.5,-0.5,2,1.0,4,-0.5229357798165137,-1.0,0.8,-0.9333333333333333,5,0.0,0.0,0.0,-2.5500000000000003,1.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,0.8899082568807339,0.0,0.0,0.6666666666666666,1,0.0,0.0,0.0,-0.6974358974358975,0.0,1
0.0,0.0,0.0,1.5,1,0.0,4,0.6605504587155964,0.0,0.4,-0.4,2,0.0,0.0,0.0,0.8423076923076925,0.0,0
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.45871559633027525,0.0,-1.0,-0.5333333333333333,1,0.0,0.0,0.0,-0.06282051282051289,0.0,1
0.0,0.0,0.5,-0.5,1,0.0,1,-0.027522935779816515,0.0,-0.2,-0.8666666666666667,1,0.0,0.0,0.0,-0.35769230769230775,0.0,1
0.0,0.0,0.0,0.5,1,0.0,1,0.5779816513761468,0.0,-0.6,-0.4666666666666667,2,0.0,0.0,0.0,0.0,0.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,0.981651376146789,-1.0,0.4,-0.9333333333333333,1,0.0,0.0,0.0,0.01410256410256403,0.0,1
0.0,0.0,0.5,0.5,1,0.0,4,0.1559633027522936,0.0,-0.6,-0.06666666666666667,2,0.0,0.0,0.0,0.8499999999999998,0.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,0.45871559633027525,-1.0,-0.2,0.06666666666666667,2,0.0,0.0,0.0,-1.2074358974358976,0.0,0
0.0,0.0,0.5,-0.5,1,0.0,1,-0.23853211009174313,0.0,-1.0,-0.2,1,0.0,0.0,0.0,0.0,0.0,1
0.0,2.0,0.0,-0.5,1,0.0,6,0.11009174311926606,0.0,-1.0,-0.26666666666666666,2,0.0,0.0,0.0,1.303846153846154,1.0,0
0.0,0.0,0.0,0.0,1,0.0,1,1.2293577981651376,0.0,-0.4,-0.8666666666666667,1,0.0,0.0,0.0,0.8346153846153845,0.0,0
0.0,0.0,-0.5,1.0,1,0.0,1,1.798165137614679,0.0,-0.6,-0.8,1,0.0,0.0,0.0,-0.2423076923076924,0.0,0
0.0,2.0,-0.5,-0.5,1,0.0,6,1.3669724770642202,0.0,0.0,-0.7333333333333333,2,0.0,0.0,0.0,1.7653846153846156,1.0,0
-1.0,0.0,0.0,-1.0,1,0.0,1,-0.2018348623853211,0.0,0.2,0.6666666666666666,1,0.0,0.0,0.0,-0.011538461538461612,0.0,1
-1.0,0.0,-0.5,0.5,0,0.0,1,0.12844036697247707,0.0,-0.4,-0.13333333333333333,1,0.0,0.0,0.0,0.5269230769230768,0.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,0.9724770642201835,0.0,0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.39871794871794863,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,1.146788990825688,0.0,0.2,0.9333333333333333,2,0.0,0.0,0.0,0.4730769230769232,2.0,0
0.0,0.0,-0.5,0.0,2,0.0,1,-0.5229357798165137,-1.0,0.0,-0.13333333333333333,1,0.0,0.0,0.0,0.2448717948717948,0.0,1
-1.0,0.0,0.0,-1.0,2,0.0,1,-0.48623853211009177,0.0,-1.0,-0.6,1,0.0,0.0,0.0,-0.1910256410256411,0.0,1
1.0,0.0,-0.5,-0.5,1,0.0,4,0.47706422018348627,0.0,0.0,-0.6666666666666666,2,0.0,0.0,0.0,1.2115384615384612,3.0,1
0.0,0.0,0.5,1.0,2,0.0,1,2.477064220183486,-1.0,0.2,-0.4666666666666667,1,0.0,0.0,0.0,-0.29358974358974366,1.0,1
1.0,0.0,-0.5,-0.5,1,0.0,4,0.009174311926605505,0.0,-0.6,0.13333333333333333,2,0.0,0.0,0.0,1.534615384615385,0.0,0
0.0,0.0,0.0,1.0,1,0.0,1,2.5596330275229358,0.0,0.2,0.3333333333333333,1,0.0,0.0,0.0,-0.55,0.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,0.22935779816513763,0.0,-0.4,-0.13333333333333333,2,0.0,0.0,0.0,1.119230769230769,0.0,0
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.44036697247706424,0.0,-1.0,1.0,3,0.0,0.0,0.0,-0.11410256410256417,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,4,0.13761467889908258,0.0,-0.4,-1.0,2,0.0,0.0,0.0,0.22205128205128197,0.0,1
0.0,2.0,0.5,1.5,1,0.0,6,0.08256880733944955,0.0,-0.6,0.6,2,0.0,0.0,0.0,2.2666666666666666,2.0,1
-1.0,0.0,-0.5,0.5,2,0.0,4,-0.3577981651376147,0.0,0.2,0.8,2,0.0,0.0,0.0,1.5697435897435894,1.0,1
0.0,0.0,-0.5,0.5,0,1.0,1,0.5229357798165137,0.0,0.0,-0.8,2,0.0,0.0,0.0,0.1807692307692307,1.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,0.9724770642201835,0.0,0.4,0.8,2,0.0,0.0,0.0,-0.4961538461538464,2.0,1
0.0,0.0,0.5,1.5,1,0.0,1,1.3669724770642202,0.0,0.0,0.8,2,0.0,0.0,0.0,-0.006153846153846387,1.0,0
0.0,0.0,0.0,1.0,1,0.0,4,0.045871559633027525,0.0,-0.8,-0.3333333333333333,2,0.0,0.0,0.0,0.3269230769230769,0.0,1
0.0,0.0,-0.5,0.5,1,0.0,4,-0.03669724770642202,0.0,0.2,0.26666666666666666,2,0.0,0.0,0.0,0.3997435897435898,1.0,1
0.0,0.0,1.0,2.0,1,1.0,1,1.688073394495413,0.0,-0.4,0.26666666666666666,2,0.0,0.0,0.0,0.17307692307692307,1.0,0
0.0,0.0,0.0,0.0,1,0.0,1,-0.5229357798165137,0.0,-1.2,0.6666666666666666,1,0.0,0.0,0.0,-0.7551282051282052,0.0,1
0.0,0.0,0.0,-0.5,2,0.0,1,2.238532110091743,0.0,-0.2,0.9333333333333333,1,0.0,0.0,0.0,0.39871794871794863,1.0,0
0.0,1.0,0.0,-0.5,1,0.0,1,1.4954128440366972,0.0,0.2,-0.8666666666666667,2,0.0,0.0,0.0,1.119230769230769,1.0,0
0.0,0.0,0.5,0.0,1,0.0,1,-0.43119266055045874,-1.0,0.4,1.0,2,0.0,0.0,0.0,-0.5702564102564105,2.0,1
1.0,0.0,0.0,1.0,1,0.0,4,-0.009174311926605505,0.0,0.0,0.8666666666666667,2,0.0,0.0,0.0,1.0961538461538458,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,-0.25688073394495414,0.0,-1.0,-1.0,1,0.0,0.0,0.0,-1.0884615384615386,0.0,1
0.0,2.0,-0.5,-0.5,1,1.0,6,0.1651376146788991,0.0,-1.4,-0.9333333333333333,2,0.0,0.0,0.0,2.0705128205128203,1.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,-0.5229357798165137,-1.0,0.0,-0.4,2,0.0,0.0,0.0,0.39871794871794863,0.0,1
0.0,0.0,0.0,0.0,1,0.0,1,0.6330275229357798,0.0,0.2,-0.26666666666666666,1,0.0,0.0,0.0,-0.47948717948717956,1.0,0
0.0,0.0,-0.5,0.0,2,0.0,1,0.1559633027522936,-1.0,0.2,0.13333333333333333,1,0.0,0.0,0.0,0.05256410256410249,0.0,1
0.0,0.0,-0.5,-0.5,0,0.0,1,0.14678899082568808,0.0,0.2,-0.06666666666666667,3,0.0,0.0,0.0,0.01410256410256403,1.0,0
0.0,0.0,0.0,-1.0,1,0.0,4,-0.09174311926605505,0.0,-1.0,0.3333333333333333,1,0.0,0.0,0.0,-0.6576923076923078,0.0,1
0.0,0.0,0.5,0.5,1,0.0,4,-0.48623853211009177,0.0,0.2,-0.9333333333333333,2,0.0,0.0,0.0,1.6038461538461537,0.0,1
0.0,0.0,0.0,-0.5,1,0.0,1,-0.30275229357798167,0.0,-1.0,0.6666666666666666,2,0.0,0.0,0.0,1.0653846153846154,1.0,1
-1.0,0.0,-0.5,0.5,1,0.0,1,-0.5137614678899083,0.0,-1.0,-0.5333333333333333,1,0.0,0.0,0.0,-0.626923076923077,0.0,1
-1.0,0.0,0.0,-0.5,1,1.0,1,-0.3394495412844037,0.0,0.6,0.8,3,0.0,0.0,0.0,-0.5243589743589744,1.0,1
-1.0,0.0,0.0,0.0,0,0.0,1,-0.2018348623853211,0.0,-0.8,0.4,2,0.0,0.0,0.0,-0.126923076923077,1.0,1
1.0,0.0,-0.5,1.0,1,0.0,4,1.055045871559633,0.0,0.0,-0.4,1,0.0,0.0,0.0,0.3835897435897434,1.0,0
0.0,0.0,-0.5,0.5,1,0.0,4,0.3486238532110092,0.0,-0.6,0.2,2,0.0,0.0,0.0,1.05,0.0,1
2.0,0.0,0.0,-1.0,1,0.0,7,-0.1926605504587156,0.0,0.0,0.3333333333333333,2,0.0,0.0,0.0,2.956410256410256,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,0.5596330275229358,0.0,-0.4,0.8,2,0.0,0.0,0.0,-0.08076923076923091,0.0,0
0.0,0.0,0.0,0.0,1,0.0,4,0.009174311926605505,0.0,-0.4,0.26666666666666666,2,0.0,0.0,0.0,0.0,0.0,0
-1.0,0.0,-0.5,-0.5,1,0.0,4,-0.1834862385321101,0.0,-0.6,0.7333333333333333,2,0.0,0.0,0.0,1.05,0.0,0
-2.0,2.0,0.0,0.5,1,0.0,2,-0.3761467889908257,0.0,-1.4,0.13333333333333333,2,0.0,0.0,0.0,-0.5692307692307693,0.0,1
0.0,0.0,0.5,1.5,0,0.0,1,-0.4954128440366973,0.0,-1.0,0.9333333333333333,2,0.0,0.0,0.0,-0.15794871794871787,0.0,0
0.0,0.0,-0.5,0.0,2,0.0,1,1.834862385321101,-1.0,-0.2,-1.0,1,0.0,0.0,0.0,0.05256410256410249,0.0,0
0.0,0.0,0.0,0.0,1,0.0,1,-0.25688073394495414,-1.0,0.6,-0.6666666666666666,1,0.0,0.0,0.0,-0.9346153846153847,0.0,1
0.0,0.0,0.5,-1.0,2,0.0,1,3.018348623853211,0.0,0.4,0.4666666666666667,1,0.0,0.0,0.0,0.39871794871794863,1.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,0.1743119266055046,0.0,-1.0,0.5333333333333333,2,0.0,0.0,0.0,0.14999999999999986,0.0,0
0.0,0.0,0.5,0.0,1,0.0,4,0.3302752293577982,0.0,0.4,0.4,2,0.0,0.0,0.0,0.6635897435897434,0.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.41284403669724773,-1.0,0.4,0.26666666666666666,3,0.0,0.0,0.0,0.7833333333333332,0.0,1
0.0,0.0,0.5,0.5,1,0.0,1,0.01834862385321101,-1.0,0.4,-0.5333333333333333,2,0.0,0.0,0.0,-0.2615384615384616,2.0,1
0.0,0.0,0.5,0.5,1,0.0,1,0.30275229357798167,-1.0,0.0,0.4666666666666667,2,0.0,0.0,0.0,-0.5884615384615385,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,-0.3486238532110092,-1.0,0.4,-0.6666666666666666,1,1.0,1.0,0.0,-0.2423076923076924,0.0,1
1.0,0.0,-0.5,0.5,1,0.0,1,-0.06422018348623854,-1.0,0.8,1.0,1,0.0,0.0,0.0,0.005641025641025612,1.0,1
0.0,0.0,-0.5,0.0,1,0.0,1,-0.3669724770642202,-1.0,0.4,0.0,1,0.0,0.0,0.0,-1.3192307692307692,0.0,1
0.0,0.0,0.5,2.0,1,0.0,1,0.28440366972477066,0.0,-1.2,-0.2,2,0.0,0.0,0.0,-1.0453846153846154,1.0,1
0.0,0.0,0.0,0.5,1,0.0,1,0.5963302752293578,0.0,-0.4,-0.4666666666666667,1,0.0,0.0,0.0,-0.626923076923077,0.0,1
0.0,0.0,0.0,-1.0,0,0.0,1,-0.5137614678899083,-1.0,0.0,-0.4666666666666667,2,0.0,0.0,0.0,-0.267948717948718,0.0,1
0.0,0.0,-0.5,0.0,1,0.0,1,1.724770642201835,0.0,-0.4,0.06666666666666667,1,0.0,0.0,0.0,-0.626923076923077,0.0,0
0.0,0.0,0.0,0.0,0,0.0,1,-0.41284403669724773,0.0,0.2,0.4666666666666667,2,0.0,0.0,0.0,0.8884615384615382,1.0,1
0.0,0.0,0.0,0.0,1,0.0,4,-0.009174311926605505,0.0,-0.8,0.4,2,0.0,0.0,0.0,0.496153846153846,0.0,0
0.0,1.0,-0.5,0.0,1,1.0,4,0.48623853211009177,0.0,0.0,0.4666666666666667,2,0.0,0.0,0.0,1.0961538461538458,1.0,1
-1.0,0.0,0.5,-0.5,1,0.0,1,0.5412844036697247,0.0,-1.2,0.8,1,0.0,0.0,0.0,-0.985897435897436,0.0,0
0.0,0.0,0.5,0.0,1,0.0,1,-0.24770642201834864,-1.0,0.4,-0.9333333333333333,2,0.0,0.0,0.0,0.2538461538461536,0.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,0.981651376146789,-1.0,0.4,-0.9333333333333333,1,0.0,0.0,0.0,0.01410256410256403,0.0,1
0.0,0.0,0.5,0.0,1,0.0,1,-0.3119266055045872,-1.0,0.8,-0.8,1,0.0,0.0,0.0,-1.13974358974359,0.0,1
0.0,0.0,0.0,0.0,1,0.0,1,-0.29357798165137616,0.0,0.4,-0.8666666666666667,2,0.0,0.0,0.0,0.2446153846153844,1.0,1
0.0,0.0,-0.5,0.5,2,0.0,1,-0.42201834862385323,0.0,-0.6,0.5333333333333333,1,0.0,0.0,0.0,1.5525641025641026,0.0,1
0.0,0.0,0.0,0.0,2,0.0,1,0.44036697247706424,-1.0,0.4,-0.26666666666666666,1,0.0,0.0,0.0,0.27051282051282044,0.0,0
0.0,0.0,-0.5,0.0,2,0.0,1,0.1559633027522936,-1.0,0.2,0.13333333333333333,1,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,-0.5,1.5,0,0.0,1,0.5504587155963303,0.0,0.8,-0.2,2,0.0,0.0,0.0,-0.3705128205128206,1.0,0
1.0,0.0,0.5,0.5,1,0.0,4,1.2568807339449541,0.0,0.0,0.6666666666666666,2,0.0,0.0,0.0,0.6538461538461539,0.0,0
-1.0,0.0,-0.5,0.0,2,0.0,4,0.21100917431192662,-1.0,0.4,-0.4666666666666667,1,0.0,0.0,0.0,0.0,0.0,1
-1.0,0.0,0.0,-1.0,1,0.0,1,0.5688073394495413,-1.0,-0.2,0.26666666666666666,2,0.0,0.0,0.0,-0.8064102564102564,1.0,0
-2.0,3.0,-0.5,-0.5,1,0.0,2,-0.46788990825688076,-1.0,0.8,0.13333333333333333,2,0.0,0.0,0.0,-0.5756410256410257,2.0,1
0.0,0.0,0.5,0.0,1,0.0,1,-0.3394495412844037,0.0,0.0,0.2,2,0.0,0.0,0.0,1.3217948717948718,1.0,1
1.0,0.0,-0.5,0.0,1,0.0,4,0.7247706422018348,0.0,0.6,0.4,2,0.0,0.0,0.0,0.5884615384615385,1.0,0
1.0,0.0,-0.5,0.5,1,1.0,4,-0.14678899082568808,0.0,-1.0,-0.06666666666666667,2,0.0,0.0,0.0,0.6115384615384614,2.0,1
-1.0,0.0,-0.5,0.5,1,0.0,4,0.5779816513761468,0.0,0.4,-0.2,2,0.0,0.0,0.0,0.8423076923076925,2.0,1
-1.0,0.0,0.0,0.5,1,0.0,1,-0.5229357798165137,0.0,0.2,0.8666666666666667,3,0.0,0.0,0.0,0.8089743589743589,0.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,-0.1834862385321101,0.0,0.4,-0.2,1,0.0,0.0,0.0,0.14230769230769225,0.0,1
0.0,0.0,-0.5,-0.5,1,0.0,1,0.5504587155963303,-1.0,0.0,0.4,2,0.0,0.0,0.0,-0.5884615384615385,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,-0.5229357798165137,-1.0,0.0,-0.8,5,0.0,0.0,0.0,0.0,0.0,1
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.5229357798165137,0.0,0.4,-0.06666666666666667,1,0.0,0.0,0.0,0.5012820512820512,0.0,1
-1.0,0.0,-0.5,0.0,1,0.0,1,1.1376146788990826,0.0,0.4,-0.3333333333333333,1,0.0,0.0,0.0,0.5269230769230768,0.0,0
0.0,0.0,0.0,0.0,2,0.0,1,0.9541284403669725,0.0,-1.0,0.6,1,0.0,0.0,0.0,0.7833333333333332,0.0,0
0.0,0.0,0.5,0.5,1,0.0,1,-0.29357798165137616,0.0,-0.8,0.06666666666666667,2,0.0,0.0,0.0,0.2551282051282052,1.0,1
0.0,0.0,-0.5,0.5,1,0.0,1,-0.47706422018348627,0.0,-1.2,0.6,2,0.0,0.0,0.0,-0.16538461538461546,1.0,1
-1.0,0.0,0.0,0.0,1,0.0,1,-0.5045871559633027,-1.0,0.4,-0.26666666666666666,5,0.0,0.0,0.0,-2.5500000000000003,0.0,1
0.0,0.0,0.5,-0.5,1,0.0,1,0.01834862385321101,0.0,-0.8,0.5333333333333333,2,0.0,0.0,0.0,0.14999999999999986,0.0,0
0.0,0.0,-0.5,0.0,1,0.0,1,1.146788990825688,0.0,0.2,0.9333333333333333,2,0.0,0.0,0.0,0.4730769230769232,2.0,0
0.0,0.0,-0.5,0.0,0,0.0,1,-0.47706422018348627,0.0,-1.0,-0.5333333333333333,2,0.0,0.0,0.0,0.09102564102564095,0.0,1
0.0,0.0,0.0,0.0,0,0.0,1,1.7155963302752293,0.0,0.8,0.9333333333333333,2,0.0,0.0,0.0,-0.4807692307692308,0.0,0
0.0,1.0,-0.5,-0.5,1,0.0,1,-0.28440366972477066,0.0,0.4,0.6666666666666666,2,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.5,0,0.0,1,-0.5045871559633027,0.0,-0.4,0.0,1,0.0,0.0,0.0,-0.6974358974358975,0.0,1
0.0,0.0,0.5,0.0,0,0.0,1,0.06422018348623854,0.0,-0.4,0.2,2,0.0,0.0,0.0,0.4269230769230767,0.0,0
-1.0,2.0,0.5,1.0,1,0.0,6,0.22018348623853212,0.0,0.4,-0.06666666666666667,2,0.0,0.0,0.0,2.3423076923076924,0.0,0
0.0,0.0,0.0,0.5,1,0.0,1,0.22935779816513763,0.0,0.2,0.4,1,0.0,0.0,0.0,-0.11410256410256417,0.0,0
-1.0,0.0,-0.5,-0.5,1,0.0,1,-0.48623853211009177,0.0,0.8,0.0,1,0.0,0.0,0.0,-0.7551282051282052,0.0,1
0.0,2.0,-0.5,0.0,0,0.0,6,-0.1651376146788991,-1.0,0.4,0.0,2,0.0,0.0,0.0,1.465384615384615,1.0,1
0.0,1.0,0.0,0.5,2,0.0,1,-0.027522935779816515,0.0,-0.8,0.8,2,0.0,0.0,0.0,2.082820512820513,0.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,0.07339449541284404,-1.0,0.4,-0.9333333333333333,1,0.0,0.0,0.0,0.01410256410256403,0.0,1
0.0,0.0,0.5,-1.0,1,0.0,1,-0.4954128440366973,0.0,0.4,0.0,2,0.0,0.0,0.0,0.5269230769230768,0.0,1
1.0,0.0,-0.5,1.0,1,0.0,4,-0.08256880733944955,0.0,0.0,0.5333333333333333,2,0.0,0.0,0.0,1.7653846153846156,1.0,1
0.0,0.0,0.0,-1.0,1,0.0,1,-0.41284403669724773,0.0,-1.2,-0.6,2,0.0,0.0,0.0,-0.16538461538461546,1.0,0
0.0,0.0,-0.5,0.5,1,0.0,1,1.963302752293578,0.0,0.2,0.3333333333333333,1,0.0,0.0,0.0,0.04820512820512809,1.0,0
-1.0,0.0,-0.5,0.0,1,0.0,1,-0.5229357798165137,0.0,-1.4,-0.6666666666666666,1,0.0,0.0,0.0,-1.3961538461538463,1.0,1
0.0,0.0,0.0,-0.5,1,0.0,1,0.03669724770642202,-1.0,0.4,0.6666666666666666,1,0.0,0.0,0.0,-0.697692307692308,1.0,1
